schema_version,corpus_release_id,poet_id,poet_name,poem_id,title,relative_path,source_bytes,source_sha256,canonical_text_sha256,unicode_character_count,physical_line_count,nonblank_line_count,inventory_word_estimate,warning_codes
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-1185beb31de694bf,A Dream within a Dream,Edgar Allan Poe/A Dream within a Dream.txt,660,e71d9f35bd3f297babd09a09afa072fe5a772872047a51f871b0a97598503553,e71d9f35bd3f297babd09a09afa072fe5a772872047a51f871b0a97598503553,660,25,24,141,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-d996bf649a054bd4,A Dream,Edgar Allan Poe/A Dream.txt,522,6428e801b42f7e7d2a16cadb99ea39c8edb10ace57f22a409285d99e901683d1,6428e801b42f7e7d2a16cadb99ea39c8edb10ace57f22a409285d99e901683d1,522,19,16,96,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a20bc585e4ec3352,A Pæan,Edgar Allan Poe/A Pæan.txt,1686,938f68567313f1e181b210fa9b6b729e0b467e4d0b46c922e3d61f51c46d27d0,938f68567313f1e181b210fa9b6b729e0b467e4d0b46c922e3d61f51c46d27d0,1685,55,44,257,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-610f374cd5098b6c,A Valentine,Edgar Allan Poe/A Valentine.txt,938,338c3111db543a4bf513f24dfaa69dcab488405987cac656fa0409dae77a2ba4,338c3111db543a4bf513f24dfaa69dcab488405987cac656fa0409dae77a2ba4,938,20,20,161,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-c42ded3b98b6e85e,Al Aaraaf,Edgar Allan Poe/Al Aaraaf.txt,16185,f4a8a90b76a07552ded0a553613a9314750991c405f21f4d8f9e4df43856727b,f4a8a90b76a07552ded0a553613a9314750991c405f21f4d8f9e4df43856727b,16184,447,423,2840,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-2161e646d1ddda05,Alone,Edgar Allan Poe/Alone.txt,789,4b79bae7c3aed22358cb4d38a6c041daff37451a4818e697c743fa04319026ab,4b79bae7c3aed22358cb4d38a6c041daff37451a4818e697c743fa04319026ab,789,26,24,148,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-0cc8c3f928e05dd3,An Enigma,Edgar Allan Poe/An Enigma.txt,630,1d4c6cf7a7481868d864ff90bd48ad9f89f934d10f43ee78b8c6b70377701397,1d4c6cf7a7481868d864ff90bd48ad9f89f934d10f43ee78b8c6b70377701397,630,14,14,100,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-0c5e16ce4dc4efd5,Annabel Lee,Edgar Allan Poe/Annabel Lee.txt,1568,398d2d33f7156310e877cdba2a545ea08f5e5bebf7e7067d3da7903818ef0943,398d2d33f7156310e877cdba2a545ea08f5e5bebf7e7067d3da7903818ef0943,1568,48,42,303,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-b57f5a8db3e83d94,Bridal Ballad,Edgar Allan Poe/Bridal Ballad.txt,897,d5af649ebb872c0546eadf6d5bd0043b1404a94e709eea766c6955d4592fc692,d5af649ebb872c0546eadf6d5bd0043b1404a94e709eea766c6955d4592fc692,897,35,31,179,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a7360fc2385be60c,Dreamland,Edgar Allan Poe/Dreamland.txt,1886,892c7ca6491c91a72b113cdae2ee9cb547a9a446a54c6efedc32323ebffa4f75,892c7ca6491c91a72b113cdae2ee9cb547a9a446a54c6efedc32323ebffa4f75,1886,63,56,327,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-fa19ae39f8264098,Dreams,Edgar Allan Poe/Dreams.txt,1547,cf3967815bc3521c768c42bbbec96c2511de0e6ae2c7dd8c5e1d256184c9d8af,cf3967815bc3521c768c42bbbec96c2511de0e6ae2c7dd8c5e1d256184c9d8af,1547,38,36,280,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-59574da915b32056,Eldorado,Edgar Allan Poe/Eldorado.txt,543,b74b12a54a16d48903a7c0a1a5fbd69832993cecae8f5f4afe291736fad8f610,b74b12a54a16d48903a7c0a1a5fbd69832993cecae8f5f4afe291736fad8f610,543,26,24,93,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-af926c75f91f79b8,Eulalie,Edgar Allan Poe/Eulalie.txt,916,12cdb68bdef57beab1df9778b30ec1ebf939933a85d85329230008a3f0534ea9,12cdb68bdef57beab1df9778b30ec1ebf939933a85d85329230008a3f0534ea9,915,22,22,133,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-ff40aa9bf59a2f3c,Evening Star,Edgar Allan Poe/Evening Star.txt,573,4e74a3390241b4e9bb520e7cab8218284f2aa119f449a4330616afa197513a18,4e74a3390241b4e9bb520e7cab8218284f2aa119f449a4330616afa197513a18,573,24,23,103,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-5e9678253de409d4,Fairyland,Edgar Allan Poe/Fairyland.txt,1273,6de16cd3ef076b181f7ed40046adb485c31ffbd0910427f25594a2f24c81d469,6de16cd3ef076b181f7ed40046adb485c31ffbd0910427f25594a2f24c81d469,1273,46,46,222,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-f87521c0b4c4d1ec,For Annie,Edgar Allan Poe/For Annie.txt,2489,447c57396c22e78d73d34f1a4b53957d7a69e5270782dde1acee5817a6eb807f,447c57396c22e78d73d34f1a4b53957d7a69e5270782dde1acee5817a6eb807f,2489,116,102,446,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a3bfb8787d411682,Hymn. Translation from the Greek,Edgar Allan Poe/Hymn. Translation from the Greek.txt,747,f5bf101f19601d77dd5eca2411ab19d01e1239ffafa0ff87f98fe227efe0a694,f5bf101f19601d77dd5eca2411ab19d01e1239ffafa0ff87f98fe227efe0a694,747,19,16,104,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-7734eee7e9ee2245,Hymn,Edgar Allan Poe/Hymn.txt,403,222c269b5cdc0172fe18f2ad8756e474e2bb5b34be2717e0dfd8e80de97254e7,222c269b5cdc0172fe18f2ad8756e474e2bb5b34be2717e0dfd8e80de97254e7,403,12,12,80,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-4e588495123e6f4f,Imitation,Edgar Allan Poe/Imitation.txt,554,f7eeec979aeed4681bd998bc5d15f9a4f8292a8a0ea98fc6beb452291a8bbf63,f7eeec979aeed4681bd998bc5d15f9a4f8292a8a0ea98fc6beb452291a8bbf63,554,20,20,110,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-545eb0e0efb586ba,In Youth I have known one,Edgar Allan Poe/In Youth I have known one.txt,1989,7584c44c774bc6390102d0f782bce6dbb352212d3553ff464f64233eebdda104,7584c44c774bc6390102d0f782bce6dbb352212d3553ff464f64233eebdda104,1989,44,38,307,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a8dd66265440e15c,Israfel,Edgar Allan Poe/Israfel.txt,1453,e617adc80df1aa90553d66012ad2d0a5e8284d96d701dd4d6efbc1e1bdca3c81,e617adc80df1aa90553d66012ad2d0a5e8284d96d701dd4d6efbc1e1bdca3c81,1453,58,51,252,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a88c53cea1c54bd9,Lenore,Edgar Allan Poe/Lenore.txt,1629,01c8ac3e59bb6b57234530d3447b5c5914cb57a3bbfe90b893c32dd151c4fe46,01c8ac3e59bb6b57234530d3447b5c5914cb57a3bbfe90b893c32dd151c4fe46,1627,29,26,309,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-c854159c8c4b7c60,Romance,Edgar Allan Poe/Romance.txt,699,ae4dd2c745d95fd150618f75c8e4d11318876aba199ffdab3873055d3b77643a,ae4dd2c745d95fd150618f75c8e4d11318876aba199ffdab3873055d3b77643a,699,22,21,134,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-c99668f6da9528e9,Scenes from Politian,Edgar Allan Poe/Scenes from Politian.txt,34228,7881216ccaf920327c7866f5fde68f7eca5a4d19546c565073608c72b0ab08a4,7881216ccaf920327c7866f5fde68f7eca5a4d19546c565073608c72b0ab08a4,34228,798,641,4411,suspiciously_long
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-3468aee0d07edfb5,Silence,Edgar Allan Poe/Silence.txt,678,9d764e86f468a08af7f4668ebba29aadbe25b1106b234975c5a2a2e55c506d21,9d764e86f468a08af7f4668ebba29aadbe25b1106b234975c5a2a2e55c506d21,678,15,15,116,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-75f0ac122bac0efa,Song,Edgar Allan Poe/Song.txt,551,749e5d4069d863d050409d5b0a527d0bfc040d5f031c53da8e306cb01a634b18,749e5d4069d863d050409d5b0a527d0bfc040d5f031c53da8e306cb01a634b18,551,19,16,99,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-858f17437b261025,Spirits of the Dead,Edgar Allan Poe/Spirits of the Dead.txt,940,8ab257211b967fa65d45bc6f7bbfd52fd1619f7a87cc2af8f95644538df6ed16,8ab257211b967fa65d45bc6f7bbfd52fd1619f7a87cc2af8f95644538df6ed16,940,28,28,172,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-144a380f981c92b6,Tamerlane,Edgar Allan Poe/Tamerlane.txt,8309,b1a790ec4dd5fec56a9c255f6e4bc57ded5e3f99c145529af39bd408f722ae26,b1a790ec4dd5fec56a9c255f6e4bc57ded5e3f99c145529af39bd408f722ae26,8308,261,243,1549,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-929e6c70a1536563,The Bells,Edgar Allan Poe/The Bells.txt,3387,bb4c127b2cafc37cdf7deb62f586ca4555330c1bf76dea47e2f0d0b15f74d829,bb4c127b2cafc37cdf7deb62f586ca4555330c1bf76dea47e2f0d0b15f74d829,3384,122,116,606,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-2524fda9bb880756,The City in the Sea,Edgar Allan Poe/The City in the Sea.txt,1861,3189db9f5c9fd01f90eeb0f86735ac96ef6725c29bdeb5a9949d6d63dcbfae25,3189db9f5c9fd01f90eeb0f86735ac96ef6725c29bdeb5a9949d6d63dcbfae25,1861,61,55,319,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-e737027290663525,The Coliseum,Edgar Allan Poe/The Coliseum.txt,1966,c4538a65750e0ee4137f34329730a1ae266125480a7b67b054cbf57450e50559,c4538a65750e0ee4137f34329730a1ae266125480a7b67b054cbf57450e50559,1965,50,46,356,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-f8d018e440431ec1,The Conqueror Worm,Edgar Allan Poe/The Conqueror Worm.txt,1292,a1a2204932af5f55e143dd1e25bb5cef9a5cadafcb3a9bcdfcbb80112fc33a43,a1a2204932af5f55e143dd1e25bb5cef9a5cadafcb3a9bcdfcbb80112fc33a43,1292,44,40,229,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-d0a8660292b5724f,The Forest Reverie,Edgar Allan Poe/The Forest Reverie.txt,1123,5e561de22b5807a33e105f8fedc47f3a0b29756d1d608c15d82498f0260d4ff3,5e561de22b5807a33e105f8fedc47f3a0b29756d1d608c15d82498f0260d4ff3,1123,40,38,184,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-830a489f041feee2,The Happiest Day,Edgar Allan Poe/The Happiest Day.txt,1071,bbdf22bdafa67ff8857aeffa64c4a9bb994aa3fbc7a137305661a52ae499ee72,bbdf22bdafa67ff8857aeffa64c4a9bb994aa3fbc7a137305661a52ae499ee72,1071,29,24,151,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-ffdc4ae9e7e089fc,The Haunted Palace,Edgar Allan Poe/The Haunted Palace.txt,1525,dbc73cb9c6846493557ee5fb6aea6ee737a4dffca3e6f01ac90beaead57299e5,dbc73cb9c6846493557ee5fb6aea6ee737a4dffca3e6f01ac90beaead57299e5,1524,53,48,250,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-ac76d677a8d74f57,The Lake,Edgar Allan Poe/The Lake.txt,746,65f819c8ffddf8458889e60428e72d3a2b4e48c85003654f293c3e3e88c8fc79,65f819c8ffddf8458889e60428e72d3a2b4e48c85003654f293c3e3e88c8fc79,746,26,23,145,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-f6e33dfd3082ca43,The Raven,Edgar Allan Poe/The Raven.txt,6400,e5b6829fb51fc72e42a1b1d7609a2c0e1781352f7cd1b9e0d7b24cffba361eb2,e5b6829fb51fc72e42a1b1d7609a2c0e1781352f7cd1b9e0d7b24cffba361eb2,6398,130,113,1087,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-cebb25aceba4f8eb,The Sleeper,Edgar Allan Poe/The Sleeper.txt,2107,a5962d110fdd2bcd991b833a8252e15fdb3702f26e083d6009b2c0d39652c9a5,a5962d110fdd2bcd991b833a8252e15fdb3702f26e083d6009b2c0d39652c9a5,2107,64,61,376,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a0c05973d77a5404,The Valley of Unrest,Edgar Allan Poe/The Valley of Unrest.txt,892,3be5eec39a8e5727ba577ab6778c0843255b0947356f1c06a5ff93d67e268c84,3be5eec39a8e5727ba577ab6778c0843255b0947356f1c06a5ff93d67e268c84,892,27,27,155,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-346edbd6f803d5af,The Village Street,Edgar Allan Poe/The Village Street.txt,2375,a1c62468092de65e068a635a2eb10571fe7d011ff314aa0e5d9e28a2d2af0f3b,a1c62468092de65e068a635a2eb10571fe7d011ff314aa0e5d9e28a2d2af0f3b,2375,85,73,381,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-476c215bbd56119c,To F,Edgar Allan Poe/To F.txt,450,c3ee92256b952d22ce1a74e0229e4e70d85d6cecace55f85f2de1071ccfbf773,c3ee92256b952d22ce1a74e0229e4e70d85d6cecace55f85f2de1071ccfbf773,450,15,14,77,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-18fb724d428c7b63,To Frances S. Osgood,Edgar Allan Poe/To Frances S. Osgood.txt,283,283aeacc80f3662529b087d8e5b76018e7862182b5bfc0a83cbdcaa7e421c06a,283aeacc80f3662529b087d8e5b76018e7862182b5bfc0a83cbdcaa7e421c06a,283,8,8,51,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-9c1d23e3dee659cc,"To Helen - Helen, thy beauty is to me","Edgar Allan Poe/To Helen - Helen, thy beauty is to me.txt",492,6f14e9519530dc47a829043acfe2d75b631e92930d7e58b4a2c57e7c135c8ba5,6f14e9519530dc47a829043acfe2d75b631e92930d7e58b4a2c57e7c135c8ba5,492,17,15,87,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-2648f430271bd3be,To Helen - I saw thee once--once only--years ago,Edgar Allan Poe/To Helen - I saw thee once--once only--years ago.txt,2857,7613025a9ee96075292abd4a9b7d171c9c23657d7fc203317204b85671d5e063,7613025a9ee96075292abd4a9b7d171c9c23657d7fc203317204b85671d5e063,2857,70,66,519,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-ad6519ce8cbfa689,To Isadore,Edgar Allan Poe/To Isadore.txt,1936,a202d22bd8f0d29ddeefc6b5dc37688862a28b1828c2951f5b8a38e0a9b1378b,a202d22bd8f0d29ddeefc6b5dc37688862a28b1828c2951f5b8a38e0a9b1378b,1936,55,50,258,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-c461731fa2959425,To Marie Louise (Shew),Edgar Allan Poe/To Marie Louise (Shew).txt,780,6a1158a41889af9e0712c484161a5d61074d36cf1b5e08088641285dd0e4aa45,6a1158a41889af9e0712c484161a5d61074d36cf1b5e08088641285dd0e4aa45,780,18,18,137,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-38748bcd0955dfcf,To my Mother,Edgar Allan Poe/To my Mother.txt,608,eca0403bee0e6c689d3bffd15f9ed8fac8afc82b1a13c18134e343147e884a7e,eca0403bee0e6c689d3bffd15f9ed8fac8afc82b1a13c18134e343147e884a7e,608,14,14,112,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-c42f60d5ae8ab057,To one in Paradise,Edgar Allan Poe/To one in Paradise.txt,1000,9e8d4a33422b37825f738a611fac1bb8fcedaf6ca0ba2abf756c6e1359192ce8,9e8d4a33422b37825f738a611fac1bb8fcedaf6ca0ba2abf756c6e1359192ce8,1000,36,32,179,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-9e7837c638726d1a,To Science,Edgar Allan Poe/To Science.txt,619,c04cf4cd6e9acd63c4a29569a5288ad265db9cbbb7593bb7cfe34f210f45ded7,c04cf4cd6e9acd63c4a29569a5288ad265db9cbbb7593bb7cfe34f210f45ded7,619,14,14,111,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-4fb852609bb509f2,To the River,Edgar Allan Poe/To the River.txt,469,fb0098cbe26b683edee32b1319793e1e896ae29891d11328113facb7e073befc,fb0098cbe26b683edee32b1319793e1e896ae29891d11328113facb7e073befc,469,15,14,76,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-0fa879d5f8d18adc,To the Same,Edgar Allan Poe/To the Same.txt,1219,0648ddad45f5dc381c64b798833801af3602a5702dd3db8b46e6212810e0cf5a,0648ddad45f5dc381c64b798833801af3602a5702dd3db8b46e6212810e0cf5a,1219,29,28,203,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-6a69163fc2894ff4,To Zante,Edgar Allan Poe/To Zante.txt,599,f33262a62780affec71e8130c516e52343ff030a40dfa342eabc95fe6edbc7a5,f33262a62780affec71e8130c516e52343ff030a40dfa342eabc95fe6edbc7a5,599,15,14,101,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-696a78821a70b4e5,To---- (I heed not that my earthly lot),Edgar Allan Poe/To---- (I heed not that my earthly lot).txt,248,8f52bc6a78ca8a5508b625b91c9404d0c175a503508a67e08f1e9dfe8c0cc86d,8f52bc6a78ca8a5508b625b91c9404d0c175a503508a67e08f1e9dfe8c0cc86d,248,8,8,48,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a3b3711ebfd8201c,"To---- (The bowers whereat, in dreams, I see)","Edgar Allan Poe/To---- (The bowers whereat, in dreams, I see).txt",388,b5a57e1f5b7c49cfb9e12ca5256fdd22d16b68be44f5283f7be6b7d268a27683,b5a57e1f5b7c49cfb9e12ca5256fdd22d16b68be44f5283f7be6b7d268a27683,388,15,12,69,
1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-11882f72812c89fd,Ulalume,Edgar Allan Poe/Ulalume.txt,3657,492a5c669012d26ee251bfa0eced4e30bf428bd049f402c1d14cb909e5b39c41,492a5c669012d26ee251bfa0eced4e30bf428bd049f402c1d14cb909e5b39c41,3657,102,94,659,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-2c7d922a2f39c2e8,"A Book - He ate and drank the precious words,","Emily Dickinson/A Book - He ate and drank the precious words,.txt",237,601f044730a06aae0ff48237774deab67765b60fa4cb72c9022db6c2d064ca61,601f044730a06aae0ff48237774deab67765b60fa4cb72c9022db6c2d064ca61,237,8,8,46,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-589e2709b3cdea32,A Book - There is no frigate like a book,Emily Dickinson/A Book - There is no frigate like a book.txt,223,16dc0df7bfa1922120565113e12aeacfb47597d99d9ffc6df1ae363aab5562c0,16dc0df7bfa1922120565113e12aeacfb47597d99d9ffc6df1ae363aab5562c0,223,8,8,41,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-6aa584df843ec466,A Country Burial,Emily Dickinson/A Country Burial.txt,196,919140d3eec0d7d92a13440393ae15cd41eef228539cb8aed180dc2bec881789,919140d3eec0d7d92a13440393ae15cd41eef228539cb8aed180dc2bec881789,196,9,8,34,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-8aa196576edc094c,A Day,Emily Dickinson/A Day.txt,481,b3d329a4c3fcb4d63b02af801c00ccdeb680bfe9446cc68f0caab55ee26a289f,b3d329a4c3fcb4d63b02af801c00ccdeb680bfe9446cc68f0caab55ee26a289f,481,21,17,87,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-11c88de4eb44d4cf,A Man,Emily Dickinson/A Man.txt,266,72c6ca71fb9aa6f4e255f1d02f3127ed128d78cdfaa64961d4622fa3eb234da1,72c6ca71fb9aa6f4e255f1d02f3127ed128d78cdfaa64961d4622fa3eb234da1,266,9,8,46,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-673c9847e38511b2,A Portrait,Emily Dickinson/A Portrait.txt,194,a6075928513a664e2d13123624c6f28c92bf4c79e2c3b991fb468b7485fbbcfb,a6075928513a664e2d13123624c6f28c92bf4c79e2c3b991fb468b7485fbbcfb,194,6,6,33,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-a77d24606a0c9301,A Prayer,Emily Dickinson/A Prayer.txt,851,a4874c890637b023160b398b959cf7a8eccfc4d5f4580f6e245b372794318a20,a4874c890637b023160b398b959cf7a8eccfc4d5f4580f6e245b372794318a20,851,34,28,157,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-b84b0cd6e69bc0ce,A Rose,Emily Dickinson/A Rose.txt,141,e47182fdfc76f7bb66032c8ad852c26d22d3dcfb488c42a75528db14f8a4ed7b,e47182fdfc76f7bb66032c8ad852c26d22d3dcfb488c42a75528db14f8a4ed7b,141,6,6,30,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-e8cf259f6711961f,A Service of Song,Emily Dickinson/A Service of Song.txt,385,df70d436142493fc3f0f12a46b89e02302cd337a1e84211ab38d9410afb31d1e,df70d436142493fc3f0f12a46b89e02302cd337a1e84211ab38d9410afb31d1e,385,14,12,71,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-4b8c90023470010c,A Snake,Emily Dickinson/A Snake.txt,233,ca41d1eda9a01fe5adad7c3330ca47d19654cca113a93eebc81acd0f585d3618,ca41d1eda9a01fe5adad7c3330ca47d19654cca113a93eebc81acd0f585d3618,233,8,8,42,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-a130d9fedb7597d8,A Syllable,Emily Dickinson/A Syllable.txt,111,a51d88f10f5f7254fcf4c494765d16d09ffbcf87dcaeb4237940fd9d01c65a44,a51d88f10f5f7254fcf4c494765d16d09ffbcf87dcaeb4237940fd9d01c65a44,111,4,4,17,suspiciously_short
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-812cc264f8aadbf6,A Tempest,Emily Dickinson/A Tempest.txt,389,2856759a0813da55bb3ffbca812d107e1b60b99618288024613c4e3fa4aae9a6,2856759a0813da55bb3ffbca812d107e1b60b99618288024613c4e3fa4aae9a6,389,14,12,69,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-11823f449bc1ccdf,A Thunder-Storm,Emily Dickinson/A Thunder-Storm.txt,620,0cd45f8684f33463db72801e206681434ba684fb1ede78ce3273d8d0b0871040,0cd45f8684f33463db72801e206681434ba684fb1ede78ce3273d8d0b0871040,620,24,20,114,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-bdd2f730ba9b1285,A Well,Emily Dickinson/A Well.txt,603,852a2898f9b7c5155b8267f35e52c641eb81189fbfee1cffc736386bbb8c1fda,852a2898f9b7c5155b8267f35e52c641eb81189fbfee1cffc736386bbb8c1fda,603,24,20,112,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-0acf1fdf1bf95215,A Word,Emily Dickinson/A Word.txt,85,c624cd45ae76db0e7448cf6c35bfc67f02133c2cba26bcc19ccbda242ddae588,c624cd45ae76db0e7448cf6c35bfc67f02133c2cba26bcc19ccbda242ddae588,85,6,6,19,suspiciously_short
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-1e670742d7e68481,Aftermath,Emily Dickinson/Aftermath.txt,226,20453a01c585443ebde316c7ffb745190a3e290f24d546d937b5af5b39034c98,20453a01c585443ebde316c7ffb745190a3e290f24d546d937b5af5b39034c98,226,9,8,35,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-4de4c97c8cec93b0,Almost,Emily Dickinson/Almost.txt,236,a66f2e09f9488683014497180778fb3641bc5f6634ce3d15820b973c109c9925,a66f2e09f9488683014497180778fb3641bc5f6634ce3d15820b973c109c9925,236,9,9,40,
1.0,versemap-reference-d9969e023145ab13,emily-dickinson,Emily Dickinson,emily-dickinson-78526222a72824c7,Along the Potomac,Emily Dickinson/Along the Potomac.txt,420,76bbe649c3f8e3dc8eaeab5bb29aa849c4a07ae41bf9c55827e803b00f4fbadb,76bbe649c3f8e3dc8eaeab5bb29aa849c4a07ae41bf9c55827e803b00f4fbadb,420,19,16,79,
