schema_version,corpus_release_id,poet_id,poet_name,poem_id,title,relative_path,source_bytes,source_sha256,canonical_text_sha256,unicode_character_count,physical_line_count,nonblank_line_count,inventory_word_estimate,warning_codes
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-1e007c833d5d2806,The Ladder of St. Augustine,Henry Wadsworth Longfellow/The Ladder of St. Augustine.txt,1716,81ba3cc209128e9e7c683b225d806b6aafc2dbe9a96ab6f034896be36908556d,81ba3cc209128e9e7c683b225d806b6aafc2dbe9a96ab6f034896be36908556d,1716,59,48,295,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-d5b891d42b04a291,The Legend of the Crossbill,Henry Wadsworth Longfellow/The Legend of the Crossbill.txt,715,8aa6532c6b7903ebe098a8cbb9c7d6e11c6b350e98aa079b7cc70786da7ef7c5,8aa6532c6b7903ebe098a8cbb9c7d6e11c6b350e98aa079b7cc70786da7ef7c5,715,26,21,126,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-5730e270bf32b2b3,The Light of Stars,Henry Wadsworth Longfellow/The Light of Stars.txt,1125,005637e55b3b4fb9e1f455918a98909052a62605d927b47239fc12524f5f2604,005637e55b3b4fb9e1f455918a98909052a62605d927b47239fc12524f5f2604,1125,44,36,210,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-6940770124abbcb2,The Lighthouse,Henry Wadsworth Longfellow/The Lighthouse.txt,2465,cd112839dbda56f274f66b1ddde4b159d214df96194e9de22fe4fa8ded684cf1,cd112839dbda56f274f66b1ddde4b159d214df96194e9de22fe4fa8ded684cf1,2465,69,56,430,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-37a2214c6f10166b,The Luck of Edenhall,Henry Wadsworth Longfellow/The Luck of Edenhall.txt,2095,f1d9dbfef0a99db08a64067eb12d112bdd77c97a4b3f74a7c02892972eb416ca,f1d9dbfef0a99db08a64067eb12d112bdd77c97a4b3f74a7c02892972eb416ca,2095,67,56,376,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-744b24fe15897862,THE MASQUE OF PANDORA,Henry Wadsworth Longfellow/THE MASQUE OF PANDORA.txt,26272,aa2da31bd02eb6ac7d8d5c1ebe3045be27fcee010f2e1d67c49f2958d0c86df9,aa2da31bd02eb6ac7d8d5c1ebe3045be27fcee010f2e1d67c49f2958d0c86df9,26265,1035,855,4552,suspiciously_long
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-0e216737a59a2c2d,The Meeting,Henry Wadsworth Longfellow/The Meeting.txt,790,6f8747a9e17d7f61ae8e715ab9c673c9d902c08ac3ffb0ddb1354991204b1f0b,6f8747a9e17d7f61ae8e715ab9c673c9d902c08ac3ffb0ddb1354991204b1f0b,790,29,24,151,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-cb1b7505e5a347ca,The Nature of Love,Henry Wadsworth Longfellow/The Nature of Love.txt,861,495c0a7f5887c132c183e05e2880f210f4e6894f75fe03b210a3d0aff24d488d,495c0a7f5887c132c183e05e2880f210f4e6894f75fe03b210a3d0aff24d488d,861,24,22,157,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-54fb659cb3a7b95e,The Norman Baron,Henry Wadsworth Longfellow/The Norman Baron.txt,2594,b783bf85df21414f7100c6fd7f99cdbb00287aa2884cb9f63f981e7b5759683b,b783bf85df21414f7100c6fd7f99cdbb00287aa2884cb9f63f981e7b5759683b,2594,87,71,419,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-e659fe58f474b8a7,The Occultation of Orion,Henry Wadsworth Longfellow/The Occultation of Orion.txt,2529,25b7b8d9653708531107a1ae58220380e6ae80836419667453dcd3e217bcdc0f,25b7b8d9653708531107a1ae58220380e6ae80836419667453dcd3e217bcdc0f,2529,80,75,446,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-d84670286d17183b,The Old Clock on the Stairs,Henry Wadsworth Longfellow/The Old Clock on the Stairs.txt,2533,84c677c06580135844161710c99ddad6fd7b6f50edff6a8a6880014e8300cdec,84c677c06580135844161710c99ddad6fd7b6f50edff6a8a6880014e8300cdec,2533,84,75,397,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-dc8d2c741253d23c,The Open Window,Henry Wadsworth Longfellow/The Open Window.txt,737,8a46d0c5033b4c659db5db229118b81cb1bdbc9c96cf644fb4b0421c97de8813,8a46d0c5033b4c659db5db229118b81cb1bdbc9c96cf644fb4b0421c97de8813,737,29,24,129,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-b5286fff76484914,The Phantom Ship,Henry Wadsworth Longfellow/The Phantom Ship.txt,1708,ec857fcc28032f7a9c6249344af828a688004361ab5d2de771ddfce8667eab42,ec857fcc28032f7a9c6249344af828a688004361ab5d2de771ddfce8667eab42,1708,64,52,308,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-768906cd0fc7e457,The Poet and his Songs,Henry Wadsworth Longfellow/The Poet and his Songs.txt,843,37eadfce7dab459a5f86a51a1a4884d7c588d52085cdce5cc39274911696844c,37eadfce7dab459a5f86a51a1a4884d7c588d52085cdce5cc39274911696844c,843,36,29,166,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-8048431fc0ee089c,The Poet’s Calendar,Henry Wadsworth Longfellow/The Poet’s Calendar.txt,4270,093e630de6bfde092683423b3d1de801c54fb1dfa241b668b3b08b66f066def5,093e630de6bfde092683423b3d1de801c54fb1dfa241b668b3b08b66f066def5,4270,131,108,773,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-1e5da51b50248427,The Quadroon Girl,Henry Wadsworth Longfellow/The Quadroon Girl.txt,1561,945cfb135e0bd0703db0e29ea42ce1dd7d1fcbc85af9a49ad0253222f6de4aca,945cfb135e0bd0703db0e29ea42ce1dd7d1fcbc85af9a49ad0253222f6de4aca,1561,59,48,282,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-2e7eecfd71c00984,The Rainy Day,Henry Wadsworth Longfellow/The Rainy Day.txt,609,d20d6d4bf0e289dfa2d0b0787f1affa2c0f9003f9f4ba31d7fdead5f832a02be,d20d6d4bf0e289dfa2d0b0787f1affa2c0f9003f9f4ba31d7fdead5f832a02be,609,17,15,117,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-f571acd81011b2f8,The Reaper and the Flowers,Henry Wadsworth Longfellow/The Reaper and the Flowers.txt,1019,fc67ad125ef1d496293a4253c42f50c566b13c3d0322acd37e53e18de2370c59,fc67ad125ef1d496293a4253c42f50c566b13c3d0322acd37e53e18de2370c59,1019,34,28,186,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-ae2fb4826e8a07ee,The Return of Spring,Henry Wadsworth Longfellow/The Return of Spring.txt,515,ee6f0eb994325bb63bdf310aeb29b29d4b00060a927a89436bd0c5d79ac79dbd,ee6f0eb994325bb63bdf310aeb29b29d4b00060a927a89436bd0c5d79ac79dbd,515,17,15,93,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-0dad7bb963b28cca,The Ropewalk,Henry Wadsworth Longfellow/The Ropewalk.txt,2084,21cf3bd7ebdd32ab8b5daa2047b9e00e539858b1d71ae5d5997171894af4ec9c,21cf3bd7ebdd32ab8b5daa2047b9e00e539858b1d71ae5d5997171894af4ec9c,2084,76,66,369,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-52dc0080cf2b4ce2,The Sea hath its Pearls,Henry Wadsworth Longfellow/The Sea hath its Pearls.txt,374,1f4d0f7d982c64c503e4d40c894d5024d7868800bb1991d5ada8d7b758463c84,1f4d0f7d982c64c503e4d40c894d5024d7868800bb1991d5ada8d7b758463c84,374,16,13,68,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-24d344a4ad299533,The Secret of the Sea,Henry Wadsworth Longfellow/The Secret of the Sea.txt,1341,5927a0dcbc71d6be896aa66d776845563aa3ad879482e96880c26955feb63654,5927a0dcbc71d6be896aa66d776845563aa3ad879482e96880c26955feb63654,1341,49,40,232,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-29b638c7796c1d98,The Siege of Kazan,Henry Wadsworth Longfellow/The Siege of Kazan.txt,778,2540e47f8ec04496b681fec6569fe3a5c82bb0083b820350e716e83fd34c6953,2540e47f8ec04496b681fec6569fe3a5c82bb0083b820350e716e83fd34c6953,778,24,20,146,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-f78084caf793aa72,The Sifting of Peter,Henry Wadsworth Longfellow/The Sifting of Peter.txt,1220,360af0f8a7ae1c50061b20542c58c65bc0791ba342a0ff0e0ac4cf70f4521ae3,360af0f8a7ae1c50061b20542c58c65bc0791ba342a0ff0e0ac4cf70f4521ae3,1220,48,42,207,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-ff0010716db3824c,The Singers,Henry Wadsworth Longfellow/The Singers.txt,1005,fbd9e79aa6af8add0b29a3486a0f27ca6cb5b52d612d8f00d118c58ca55a6d7d,fbd9e79aa6af8add0b29a3486a0f27ca6cb5b52d612d8f00d118c58ca55a6d7d,1005,34,28,186,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-ec6653526acf1850,The Skeleton in Armor,Henry Wadsworth Longfellow/The Skeleton in Armor.txt,4252,7c5b935aa758c27dc310f3fcb5c9926390d66994ead90edf863284d9c734e954,7c5b935aa758c27dc310f3fcb5c9926390d66994ead90edf863284d9c734e954,4252,179,160,749,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-3ce2d0499d7f4884,The Slave in the Dismal Swamp,Henry Wadsworth Longfellow/The Slave in the Dismal Swamp.txt,1068,a66ced036cf6fb3f4cddb0fbfe1ca85bc0e8f97610893ae78a6ab3d92961fa66,a66ced036cf6fb3f4cddb0fbfe1ca85bc0e8f97610893ae78a6ab3d92961fa66,1068,35,30,196,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-3f773cd32eab04c3,The Slave singing at Midnight,Henry Wadsworth Longfellow/The Slave singing at Midnight.txt,784,79bb1664015624b4986713f200ff27fc91946e459c51e256460f9a8094a58f65,79bb1664015624b4986713f200ff27fc91946e459c51e256460f9a8094a58f65,784,29,24,139,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-096debf0aadfa9c7,The Slave’s Dream,Henry Wadsworth Longfellow/The Slave’s Dream.txt,1642,a181a5db59f35f008eac705e0911cf9dbe97ea068b2a57109a31b07ffb7ce0cf,a181a5db59f35f008eac705e0911cf9dbe97ea068b2a57109a31b07ffb7ce0cf,1642,55,48,288,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-3eb5e63e6b1fa094,THE SONG OF HIAWATHA,Henry Wadsworth Longfellow/THE SONG OF HIAWATHA.txt,181459,1b9cb0f63697923115cc62b804c2c4c710c6cfeccf4567f2ba031b264f8e6b35,1b9cb0f63697923115cc62b804c2c4c710c6cfeccf4567f2ba031b264f8e6b35,181459,5528,5460,31153,suspiciously_long
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-cee62514227bc841,The Soul’s Complaint against the Body,Henry Wadsworth Longfellow/The Soul’s Complaint against the Body.txt,932,bfd12b2b569800e123dc8b7df1164953d734502b44046d6aef59c3a2ed00168d,bfd12b2b569800e123dc8b7df1164953d734502b44046d6aef59c3a2ed00168d,932,48,43,170,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-02b14b72c0fd245e,THE SPANISH STUDENT,Henry Wadsworth Longfellow/THE SPANISH STUDENT.txt,99505,2bce303bfcff895e91d5b66df55f006345e391c0cc364fd2d5acb73af52f21ab,2bce303bfcff895e91d5b66df55f006345e391c0cc364fd2d5acb73af52f21ab,99505,3300,2438,17346,suspiciously_long
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-ec417722de205615,The Spirit of Poetry,Henry Wadsworth Longfellow/The Spirit of Poetry.txt,2561,b0b1be4cb9e6115907672c0b195b3cfde4f2944406760a2d083438e512b7b340,b0b1be4cb9e6115907672c0b195b3cfde4f2944406760a2d083438e512b7b340,2561,58,57,457,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-2872cf062d14a43c,The Statue over the Cathedral Door,Henry Wadsworth Longfellow/The Statue over the Cathedral Door.txt,580,0e7f8c7768528b20b05ba797b5f673268b69ecd39d4a98901dda663b5792b7b3,0e7f8c7768528b20b05ba797b5f673268b69ecd39d4a98901dda663b5792b7b3,580,21,17,105,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-9e00dbc6298fd722,The Terrestrial Paradise,Henry Wadsworth Longfellow/The Terrestrial Paradise.txt,1532,6ae6c38a89ba6c6b260ae578f43cb2482098e98437b6b7d12ae3f26fbd768c27,6ae6c38a89ba6c6b260ae578f43cb2482098e98437b6b7d12ae3f26fbd768c27,1532,35,34,257,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-ecdc936cd9b1a17f,"The Tide Rises, the Tide Falls","Henry Wadsworth Longfellow/The Tide Rises, the Tide Falls.txt",592,3435dd2a26d18880abf7afcdde8a6bcef47e3ce239e42757ac00eb1ac89cf68b,3435dd2a26d18880abf7afcdde8a6bcef47e3ce239e42757ac00eb1ac89cf68b,592,19,16,101,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-fc31557fcfed0f97,The Two Angels,Henry Wadsworth Longfellow/The Two Angels.txt,1970,e7049dbfd736923bd39d5ef4356d98b2ba6b0a02f1b6f2fb792337bf3ddcb355,e7049dbfd736923bd39d5ef4356d98b2ba6b0a02f1b6f2fb792337bf3ddcb355,1970,54,44,354,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-db0376d3ecdb8dd4,The Two Locks of Hair,Henry Wadsworth Longfellow/The Two Locks of Hair.txt,920,c2583dab1a8ff74e869499fd4cf2a8880a7920293ed3c0d1b6643f493a6d1fa3,c2583dab1a8ff74e869499fd4cf2a8880a7920293ed3c0d1b6643f493a6d1fa3,920,36,29,173,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-53743f7cf755a8eb,The Village Blacksmith,Henry Wadsworth Longfellow/The Village Blacksmith.txt,1607,3b9684c89d9d7106cb73ee93cf8d18922846281edfd1347b2d082aa3bdb67195,3b9684c89d9d7106cb73ee93cf8d18922846281edfd1347b2d082aa3bdb67195,1607,55,48,286,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-b4298bf07bb9c6bc,The Warden of the Cinque Ports,Henry Wadsworth Longfellow/The Warden of the Cinque Ports.txt,1848,c0e504ecd5020acdb0a3223b629538cfafc147a5bc62c1ba979cc479aecb48e2,c0e504ecd5020acdb0a3223b629538cfafc147a5bc62c1ba979cc479aecb48e2,1848,59,48,303,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-c55ec290265e8812,The Warning,Henry Wadsworth Longfellow/The Warning.txt,787,70be10b8e3ce332441d342dbdd59a7e2208ff9ad54315d521a0d03fb4524b3f6,70be10b8e3ce332441d342dbdd59a7e2208ff9ad54315d521a0d03fb4524b3f6,787,20,18,144,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-861c71409cc33b69,The Wave,Henry Wadsworth Longfellow/The Wave.txt,310,503caabedbb0f78a54efdd5b3819abf67800dc6713e341c455d204e2f80911f8,503caabedbb0f78a54efdd5b3819abf67800dc6713e341c455d204e2f80911f8,310,13,11,58,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-a2cbbd8f4a907b04,The Windmill,Henry Wadsworth Longfellow/The Windmill.txt,914,ac943aff503d87f3bfc6a851f30b111cd61799244997d57b14871115c0a91074,ac943aff503d87f3bfc6a851f30b111cd61799244997d57b14871115c0a91074,914,35,30,180,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-12fcd8fde8d67536,The Wine of Jurançon,Henry Wadsworth Longfellow/The Wine of Jurançon.txt,732,d3100b3358676a30166b5c7890c134e24cc7e54d9644fcd5600af42d86a5e021,d3100b3358676a30166b5c7890c134e24cc7e54d9644fcd5600af42d86a5e021,730,26,21,132,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-6bfe6747e96c6d7e,The Witnesses,Henry Wadsworth Longfellow/The Witnesses.txt,968,6949e160b73f9ddbc93b2ccb9adcaa030ff3d84cb5269fd9803d1fd8c8a4dc56,6949e160b73f9ddbc93b2ccb9adcaa030ff3d84cb5269fd9803d1fd8c8a4dc56,968,39,32,157,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-66e574808528e022,The Wreck of the Hesperus,Henry Wadsworth Longfellow/The Wreck of the Hesperus.txt,3195,91ea1486e1575bfde88fc59124e45b681b6bb9e9561e6a858660eadf394ea832,91ea1486e1575bfde88fc59124e45b681b6bb9e9561e6a858660eadf394ea832,3195,109,88,580,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-9fe712e5055f2195,To a Child,Henry Wadsworth Longfellow/To a Child.txt,6393,44e0dd9cdcb80da8b6d5c103c7569ba3e5a39e2799264ebc5dddf52669228888,44e0dd9cdcb80da8b6d5c103c7569ba3e5a39e2799264ebc5dddf52669228888,6393,201,191,1113,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-47735b8019575c88,To an Old Danish Song-Book,Henry Wadsworth Longfellow/To an Old Danish Song-Book.txt,1753,73b6f040a4f6bb926a15a7f224dab93dc55a7cf59ecf95d95e02c086ee47331b,73b6f040a4f6bb926a15a7f224dab93dc55a7cf59ecf95d95e02c086ee47331b,1753,79,64,286,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-26b544ac66212b83,To Cardinal Richelieu,Henry Wadsworth Longfellow/To Cardinal Richelieu.txt,691,7e508fdf3496f01fd288056723f4b2dec1b50eb97924c2918d678e2514c11f16,7e508fdf3496f01fd288056723f4b2dec1b50eb97924c2918d678e2514c11f16,691,23,21,115,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-efb798831831ae8a,To Italy,Henry Wadsworth Longfellow/To Italy.txt,656,f25fc651c09d90a0093dc77fb87499492b5bcdeb7935ae8992dcdece6114c748,f25fc651c09d90a0093dc77fb87499492b5bcdeb7935ae8992dcdece6114c748,656,16,15,111,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-202c5e958ea4c831,To my Brooklet,Henry Wadsworth Longfellow/To my Brooklet.txt,720,5b07873292e41251cffe874be565c15b3d96ef92ad7e48242fe044b03718d238,5b07873292e41251cffe874be565c15b3d96ef92ad7e48242fe044b03718d238,720,26,21,127,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-e5b518a40c1ad2d1,To the Avon,Henry Wadsworth Longfellow/To the Avon.txt,702,9f4d27e7adcbc155176db28b612c90ff965a852abcc5f68e4dce4bd155dd3bb7,9f4d27e7adcbc155176db28b612c90ff965a852abcc5f68e4dce4bd155dd3bb7,702,24,20,130,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-d9d161f89b4c4d14,To the Driving Cloud,Henry Wadsworth Longfellow/To the Driving Cloud.txt,2319,ef71ed4adc923af1e8022345a14b83e357e6889d71f6c36902641c1215193793,ef71ed4adc923af1e8022345a14b83e357e6889d71f6c36902641c1215193793,2319,40,36,417,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-1bf4c66ec96e1d1b,To the River Charles,Henry Wadsworth Longfellow/To the River Charles.txt,1354,e4b0de9c8047b1d6355271633205f503d5ded8ec4ef7b8f6bf44be5ba3c02b60,e4b0de9c8047b1d6355271633205f503d5ded8ec4ef7b8f6bf44be5ba3c02b60,1354,49,40,243,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-b2ee127d50b7225f,To the Stork,Henry Wadsworth Longfellow/To the Stork.txt,889,7597e60a8b17d41151dc445388427a99e65c9e9a9f52bb930b1ac9bbe6d0c13b,7597e60a8b17d41151dc445388427a99e65c9e9a9f52bb930b1ac9bbe6d0c13b,889,36,29,161,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-48950d92ecddeeb0,To William E. Channing,Henry Wadsworth Longfellow/To William E. Channing.txt,633,5127a0d06b2da09220846e20dff48f2ed1ce36ca78feb3d106500dc7475563dd,5127a0d06b2da09220846e20dff48f2ed1ce36ca78feb3d106500dc7475563dd,633,24,20,112,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-6df557f23077a2d9,Twilight,Henry Wadsworth Longfellow/Twilight.txt,775,2bbb2078193055c155261a837a8083114bdd045dd8ef7e86cd843f534bd2313c,2bbb2078193055c155261a837a8083114bdd045dd8ef7e86cd843f534bd2313c,775,29,24,141,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-9250d3551657d330,V. The Brook,Henry Wadsworth Longfellow/V. The Brook.txt,698,a966037ba17840a37e73d6e4513589a7e3a9b103f0cf02146d4779b4b3aeeabf,a966037ba17840a37e73d6e4513589a7e3a9b103f0cf02146d4779b4b3aeeabf,698,20,17,117,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-bbde8ac6a04e4d5c,V. To Vittoria Colonna,Henry Wadsworth Longfellow/V. To Vittoria Colonna.txt,616,53374c43851d095815c980a466a166050799994115ff341e32b25fba989462af,53374c43851d095815c980a466a166050799994115ff341e32b25fba989462af,616,16,15,119,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-9439ac899e89890d,VI. To Vittoria Colonna,Henry Wadsworth Longfellow/VI. To Vittoria Colonna.txt,658,999b3fd3b702418f56e681c74c9d17cdde0448f6e2a384055f5f261b7a873afe,999b3fd3b702418f56e681c74c9d17cdde0448f6e2a384055f5f261b7a873afe,658,16,15,113,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-3f4fcaef9865c827,Victor and Vanquished,Henry Wadsworth Longfellow/Victor and Vanquished.txt,621,aca0355f9696f4d2e1da520554a7289d37a9693954fa6a320542d526e7ed2972,aca0355f9696f4d2e1da520554a7289d37a9693954fa6a320542d526e7ed2972,621,14,14,115,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-d51410a99f804658,Victor Galbraith,Henry Wadsworth Longfellow/Victor Galbraith.txt,1643,1881071035ff29311e131425706e38e3d4202a47912375b08a1a7e0719128724,1881071035ff29311e131425706e38e3d4202a47912375b08a1a7e0719128724,1643,55,49,278,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-1c9dfe93bc75b5a9,Vida de San Millan,Henry Wadsworth Longfellow/Vida de San Millan.txt,2503,f91254d30b31b1253f6ca0de68530be1330517cd7bfd2233443be3547fba08d5,f91254d30b31b1253f6ca0de68530be1330517cd7bfd2233443be3547fba08d5,2503,53,42,431,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-f518abb46d09ebc0,VII. Dante,Henry Wadsworth Longfellow/VII. Dante.txt,641,f08f2908a81b60436c3fb533ce75310af508b43b0810415ad293102498560958,f08f2908a81b60436c3fb533ce75310af508b43b0810415ad293102498560958,641,16,15,111,
1.0,versemap-reference-d9969e023145ab13,henry-wadsworth-longfellow,Henry Wadsworth Longfellow,henry-wadsworth-longfellow-30a4ebb1196cc756,VIII. Canzone,Henry Wadsworth Longfellow/VIII. Canzone.txt,460,bfb1c68e4be204a20d1c0a0a4ec105de2d895c594fc08c03eff0302dbb9e3123,bfb1c68e4be204a20d1c0a0a4ec105de2d895c594fc08c03eff0302dbb9e3123,460,13,12,87,
