schema_version,profile_id,profile_build_id,reference_release_id,poet_id,poet_name,poem_id,title,relative_path,source_sha256,vad_midpoint_matched_observations,vad_valence_above_midpoint_deviation_per_observation,vad_valence_below_midpoint_deviation_per_observation,vad_valence_absolute_midpoint_deviation_per_observation,vad_arousal_above_midpoint_deviation_per_observation,vad_arousal_below_midpoint_deviation_per_observation,vad_arousal_absolute_midpoint_deviation_per_observation,vad_dominance_above_midpoint_deviation_per_observation,vad_dominance_below_midpoint_deviation_per_observation,vad_dominance_absolute_midpoint_deviation_per_observation,vad_valence_average_deviation_from_poem_mean,vad_arousal_average_deviation_from_poem_mean,vad_dominance_average_deviation_from_poem_mean
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-cebb25aceba4f8eb,The Sleeper,Edgar Allan Poe/The Sleeper.txt,a5962d110fdd2bcd991b833a8252e15fdb3702f26e083d6009b2c0d39652c9a5,153,0.125800653595,0.074862745098,0.200663398693,0.0393692810458,0.140081699346,0.179450980392,0.056091503268,0.0959967320261,0.152088235294,0.193980776624,0.150630484002,0.145616344141
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-a0c05973d77a5404,The Valley of Unrest,Edgar Allan Poe/The Valley of Unrest.txt,3be5eec39a8e5727ba577ab6778c0843255b0947356f1c06a5ff93d67e268c84,68,0.113955882353,0.0817426470588,0.195698529412,0.0527352941176,0.132816176471,0.185551470588,0.0327058823529,0.103669117647,0.136375,0.189148140138,0.162034818339,0.124876081315
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-346edbd6f803d5af,The Village Street,Edgar Allan Poe/The Village Street.txt,a1c62468092de65e068a635a2eb10571fe7d011ff314aa0e5d9e28a2d2af0f3b,187,0.141959893048,0.0622005347594,0.204160427807,0.0519171122995,0.126729946524,0.178647058824,0.0584037433155,0.0960294117647,0.15443315508,0.191006234093,0.158717521233,0.148528668249
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-476c215bbd56119c,To F,Edgar Allan Poe/To F.txt,c3ee92256b952d22ce1a74e0229e4e70d85d6cecace55f85f2de1071ccfbf773,32,0.18425,0.059296875,0.243546875,0.0641875,0.1275,0.1916875,0.07125,0.0550625,0.1263125,0.208243164063,0.171984375,0.1256875
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-18fb724d428c7b63,To Frances S. Osgood,Edgar Allan Poe/To Frances S. Osgood.txt,283aeacc80f3662529b087d8e5b76018e7862182b5bfc0a83cbdcaa7e421c06a,20,0.20585,0.0113,0.21715,0.0203,0.10265,0.12295,0.07715,0.0426,0.11975,0.14385,0.106115,0.114395
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-9c1d23e3dee659cc,"To Helen - Helen, thy beauty is to me","Edgar Allan Poe/To Helen - Helen, thy beauty is to me.txt",6f14e9519530dc47a829043acfe2d75b631e92930d7e58b4a2c57e7c135c8ba5,33,0.130378787879,0.0336666666667,0.164045454545,0.0397272727273,0.138,0.177727272727,0.0649696969697,0.0784848484848,0.143454545455,0.155482093664,0.141002754821,0.141406795225
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-2648f430271bd3be,To Helen - I saw thee once--once only--years ago,Edgar Allan Poe/To Helen - I saw thee once--once only--years ago.txt,7613025a9ee96075292abd4a9b7d171c9c23657d7fc203317204b85671d5e063,188,0.146595744681,0.0488696808511,0.195465425532,0.0488404255319,0.134335106383,0.183175531915,0.0646409574468,0.0651808510638,0.129821808511,0.175858533273,0.158841104572,0.129821808511
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-ad6519ce8cbfa689,To Isadore,Edgar Allan Poe/To Isadore.txt,a202d22bd8f0d29ddeefc6b5dc37688862a28b1828c2951f5b8a38e0a9b1378b,116,0.160905172414,0.0443103448276,0.205215517241,0.045775862069,0.135077586207,0.180853448276,0.0450560344828,0.0918534482759,0.136909482759,0.176168697979,0.150191141498,0.127671819263
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-c461731fa2959425,To Marie Louise (Shew),Edgar Allan Poe/To Marie Louise (Shew).txt,6a1158a41889af9e0712c484161a5d61074d36cf1b5e08088641285dd0e4aa45,57,0.182692982456,0.0544649122807,0.237157894737,0.0400789473684,0.12200877193,0.162087719298,0.0885,0.0826666666667,0.171166666667,0.196981532779,0.136760541705,0.171269005848
1.0,versemap-standard-profile-1.0,versemap-profile-build-1.1.0,versemap-reference-d9969e023145ab13,edgar-allan-poe,Edgar Allan Poe,edgar-allan-poe-38748bcd0955dfcf,To my Mother,Edgar Allan Poe/To my Mother.txt,eca0403bee0e6c689d3bffd15f9ed8fac8afc82b1a13c18134e343147e884a7e,34,0.267911764706,0.0364411764706,0.304352941176,0.0369264705882,0.0892205882353,0.126147058824,0.119970588235,0.0234117647059,0.143382352941,0.195863321799,0.111835640138,0.105669550173
